adjectives,answer,image_file,noun_lemma,people,qa_id,question,question_phrase,relevant,type
"short,brown",short brown hair found,2386538.jpg,hair,man,95058,why is man has short brown hair,short brown hair,1,attribute
"short,brown",no short brown hair found,2317932.jpg,hair,man,-95058,why is man has short brown hair,short brown hair,0,attribute
white,white shirt found,2386531.jpg,shirt,person,95062,where is person dressed in white shirt,white shirt,1,attribute
white,no white shirt found,2878.jpg,shirt,person,-95062,where is person dressed in white shirt,white shirt,0,attribute
long,long hair found,2386527.jpg,hair,woman,95074,why is the person with long hair at a table,long hair,1,attribute
long,no long hair found,2375712.jpg,hair,woman,-95074,why is the person with long hair at a table,long hair,0,attribute
brown,brown shirt found,2386516.jpg,shirt,person,95088,where is person in jeans and brown shirt pushing stroller,brown shirt,1,attribute
brown,no brown shirt found,2396276.jpg,shirt,person,-95088,where is person in jeans and brown shirt pushing stroller,brown shirt,0,attribute
black,black boot found,2386512.jpg,boot,woman,95096,where is woman in black boots,black boot,1,attribute
black,no black boot found,2365974.jpg,boot,woman,-95096,where is woman in black boots,black boot,0,attribute
brown,brown jacket found,2386512.jpg,jacket,man,95102,why is man wearing brown jacket,brown jacket,1,attribute
brown,no brown jacket found,2404726.jpg,jacket,man,-95102,why is man wearing brown jacket,brown jacket,0,attribute
short,short hair found,2386510.jpg,hair,man,95122,how tall is man has short hair,short hair,1,attribute
short,no short hair found,1055.jpg,hair,man,-95122,how tall is man has short hair,short hair,0,attribute
yellow,yellow shirt found,2386510.jpg,shirt,man,95130,how tall is man in yellow shirt,yellow shirt,1,attribute
yellow,no yellow shirt found,2395321.jpg,shirt,man,-95130,how tall is man in yellow shirt,yellow shirt,0,attribute
black,black shirt found,2386506.jpg,shirt,person,95146,how tall is person dressed in a black shirt,black shirt,1,attribute
black,no black shirt found,2338173.jpg,shirt,person,-95146,how tall is person dressed in a black shirt,black shirt,0,attribute
dark,dark hair found,2386502.jpg,hair,man,95172,how tall is man has dark hair,dark hair,1,attribute
dark,no dark hair found,2380621.jpg,hair,man,-95172,how tall is man has dark hair,dark hair,0,attribute
blue,blue jean found,2386499.jpg,jean,man,95192,why is the person in blue jeans,blue jean,1,attribute
blue,no blue jean found,2364370.jpg,jean,man,-95192,why is the person in blue jeans,blue jean,0,attribute
purple,purple shirt found,2386490.jpg,shirt,man,95246,how tall is man wearing purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2370509.jpg,shirt,man,-95246,how tall is man wearing purple shirt,purple shirt,0,attribute
black,black hair found,2386489.jpg,hair,person,95250,why is person has black hair,black hair,1,attribute
black,no black hair found,2394789.jpg,hair,person,-95250,why is person has black hair,black hair,0,attribute
green,green jacket found,2386488.jpg,jacket,woman,95256,how tall is woman in green jacket on skis,green jacket,1,attribute
green,no green jacket found,2320237.jpg,jacket,woman,-95256,how tall is woman in green jacket on skis,green jacket,0,attribute
red,red hair found,2386480.jpg,hair,girl,95284,how come girl with red hair talking on a cell phone,red hair,1,attribute
red,no red hair found,2417280.jpg,hair,girl,-95284,how come girl with red hair talking on a cell phone,red hair,0,attribute
plaid,plaid shirt found,2386480.jpg,shirt,man,95290,how come man in plaid shirt with glasses on,plaid shirt,1,attribute
plaid,no plaid shirt found,2415901.jpg,shirt,man,-95290,how come man in plaid shirt with glasses on,plaid shirt,0,attribute
grey,gray shirt found,2386461.jpg,shirt,man,95330,how tall is man has on grey shirt and grey cap eating veggie hot dog,gray shirt,1,attribute
grey,no gray shirt found,2389266.jpg,shirt,man,-95330,how tall is man has on grey shirt and grey cap eating veggie hot dog,gray shirt,0,attribute
red,red hair found,2386458.jpg,hair,woman,95350,how come woman with red hair is sitting,red hair,1,attribute
red,no red hair found,2339352.jpg,hair,woman,-95350,how come woman with red hair is sitting,red hair,0,attribute
black,black jacket found,2386455.jpg,jacket,man,95354,where is man in red and black jacket,black jacket,1,attribute
black,no black jacket found,2369001.jpg,jacket,man,-95354,where is man in red and black jacket,black jacket,0,attribute
black,black shoe found,2386452.jpg,shoe,girl,95364,why is little girl with black shoes,black shoe,1,attribute
black,no black shoe found,2332569.jpg,shoe,girl,-95364,why is little girl with black shoes,black shoe,0,attribute
blue,blue hat found,2386450.jpg,hat,woman,95366,where is a woman wearing a blue hat going,blue hat,1,attribute
blue,no blue hat found,2405852.jpg,hat,woman,-95366,where is a woman wearing a blue hat going,blue hat,0,attribute
long,long hair found,2386447.jpg,hair,person,95372,what is a person with long hair near,long hair,1,attribute
long,no long hair found,2392457.jpg,hair,person,-95372,what is a person with long hair near,long hair,0,attribute
plaid,plaid shirt found,2386400.jpg,shirt,guy,95478,where is guy wearing plaid shirt,plaid shirt,1,attribute
plaid,no plaid shirt found,2393425.jpg,shirt,guy,-95478,where is guy wearing plaid shirt,plaid shirt,0,attribute
red,red hat found,2386395.jpg,hat,man,95482,what type of a red hat on the man,red hat,1,attribute
red,no red hat found,2345417.jpg,hat,man,-95482,what type of a red hat on the man,red hat,0,attribute
short,short hair found,2386385.jpg,hair,man,95488,why is the person has short hair,short hair,1,attribute
short,no short hair found,2359649.jpg,hair,man,-95488,why is the person has short hair,short hair,0,attribute
dark,dark hair found,2386385.jpg,hair,man,95490,what person has dark hair,dark hair,1,attribute
dark,no dark hair found,2400697.jpg,hair,man,-95490,what person has dark hair,dark hair,0,attribute
black,black suit found,2386385.jpg,suit,man,95496,what person has on a black suit,black suit,1,attribute
black,no black suit found,2334996.jpg,suit,man,-95496,what person has on a black suit,black suit,0,attribute
white,white pant found,2386379.jpg,pant,person,95522,how come person dressed in white pants,white pant,1,attribute
white,no white pant found,2357186.jpg,pant,person,-95522,how come person dressed in white pants,white pant,0,attribute
black,black suit found,2386364.jpg,suit,boy,95540,why is the black suit on boy,black suit,1,attribute
black,no black suit found,2391874.jpg,suit,boy,-95540,why is the black suit on boy,black suit,0,attribute
purple,purple shirt found,2386350.jpg,shirt,man,95564,why is man has on purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2334266.jpg,shirt,man,-95564,why is man has on purple shirt,purple shirt,0,attribute
purple,purple shirt found,2386350.jpg,shirt,man,95570,why is man has on purple shirt,purple shirt,1,attribute
purple,no purple shirt found,2398146.jpg,shirt,man,-95570,why is man has on purple shirt,purple shirt,0,attribute
brown,brown pant found,2386333.jpg,pant,person,95608,why is person in brown pants,brown pant,1,attribute
brown,no brown pant found,2405379.jpg,pant,person,-95608,why is person in brown pants,brown pant,0,attribute
black,black suit found,2386307.jpg,suit,man,95682,how tall is man in black suit pants,black suit,1,attribute
black,no black suit found,2404319.jpg,suit,man,-95682,how tall is man in black suit pants,black suit,0,attribute
brown,brown pant found,2386302.jpg,pant,man,95698,how tall is man wearing brown pants,brown pant,1,attribute
brown,no brown pant found,2338106.jpg,pant,man,-95698,how tall is man wearing brown pants,brown pant,0,attribute
red,red shirt found,2386281.jpg,shirt,child,95744,how come child in a red shirt,red shirt,1,attribute
red,no red shirt found,2366023.jpg,shirt,child,-95744,how come child in a red shirt,red shirt,0,attribute
black,black hat found,2386277.jpg,hat,man,95752,how tall is man in black hat,black hat,1,attribute
black,no black hat found,2404502.jpg,hat,man,-95752,how tall is man in black hat,black hat,0,attribute
black,black suit found,2386242.jpg,suit,man,95810,how come man wears a black suit,black suit,1,attribute
black,no black suit found,2375515.jpg,suit,man,-95810,how come man wears a black suit,black suit,0,attribute
long,long hair found,2386232.jpg,hair,person,95820,who has long hair,long hair,1,attribute
long,no long hair found,2385247.jpg,hair,person,-95820,who has long hair,long hair,0,attribute
brown,brown jacket found,2386222.jpg,jacket,person,95828,where is person in brown jacket skiing down the slope,brown jacket,1,attribute
brown,no brown jacket found,2322185.jpg,jacket,person,-95828,where is person in brown jacket skiing down the slope,brown jacket,0,attribute
brown,brown shirt found,2386217.jpg,shirt,man,95842,where is the man is wearing a brown shirt going,brown shirt,1,attribute
brown,no brown shirt found,2356718.jpg,shirt,man,-95842,where is the man is wearing a brown shirt going,brown shirt,0,attribute
white,white jacket found,2386216.jpg,coat,person,95850,how tall is person in a white coat,white jacket,1,attribute
white,no white jacket found,2337445.jpg,coat,person,-95850,how tall is person in a white coat,white jacket,0,attribute
white,white jacket found,2386216.jpg,jacket,person,95854,what person has on a white jacket,white jacket,1,attribute
white,no white jacket found,2416329.jpg,jacket,person,-95854,what person has on a white jacket,white jacket,0,attribute
curly,curly hair found,2386210.jpg,hair,woman,95862,why is woman with curly hair,curly hair,1,attribute
curly,no curly hair found,2414272.jpg,hair,woman,-95862,why is woman with curly hair,curly hair,0,attribute
grey,gray pant found,2386190.jpg,pant,man,95910,where is man wearing grey pants,gray pant,1,attribute
grey,no gray pant found,2335472.jpg,pant,man,-95910,where is man wearing grey pants,gray pant,0,attribute
black,black shoe found,2386190.jpg,shoe,person,95916,how tall is person in black shoes,black shoe,1,attribute
black,no black shoe found,2415665.jpg,shoe,person,-95916,how tall is person in black shoes,black shoe,0,attribute
red,red hair found,2386183.jpg,hair,boy,95938,how tall is boy has long red hair,red hair,1,attribute
red,no red hair found,2324225.jpg,hair,boy,-95938,how tall is boy has long red hair,red hair,0,attribute
red,red shirt found,2386183.jpg,shirt,boy,95946,how come boy is in black and red shirt,red shirt,1,attribute
red,no red shirt found,2343935.jpg,shirt,boy,-95946,how come boy is in black and red shirt,red shirt,0,attribute
black,black pant found,2386160.jpg,pant,woman,95964,how tall is woman wearing black pants with red stripe,black pant,1,attribute
black,no black pant found,2417456.jpg,pant,woman,-95964,how tall is woman wearing black pants with red stripe,black pant,0,attribute
blue,blue jean found,2386149.jpg,jean,girl,95978,what is a girl in a blue jeans near,blue jean,1,attribute
blue,no blue jean found,2321944.jpg,jean,girl,-95978,what is a girl in a blue jeans near,blue jean,0,attribute
white,white shirt found,2386139.jpg,shirt,guy,95990,how come guy dressed in white shirt,white shirt,1,attribute
white,no white shirt found,2368884.jpg,shirt,guy,-95990,how come guy dressed in white shirt,white shirt,0,attribute
red,red jacket found,2386127.jpg,coat,person,96008,why is person wearing red coat,red jacket,1,attribute
red,no red jacket found,2316073.jpg,coat,person,-96008,why is person wearing red coat,red jacket,0,attribute
black,black dress found,2386104.jpg,dress,woman,96034,"why is the person in a pink , purple , and black dress",black dress,1,attribute
black,no black dress found,2365109.jpg,dress,woman,-96034,"why is the person in a pink , purple , and black dress",black dress,0,attribute
short,short hair found,2386096.jpg,hair,man,96054,how tall is man has short hair,short hair,1,attribute
short,no short hair found,2358657.jpg,hair,man,-96054,how tall is man has short hair,short hair,0,attribute
white,white jacket found,2386082.jpg,jacket,boy,96082,how tall is boy in blue and white jacket,white jacket,1,attribute
white,no white jacket found,2411980.jpg,jacket,boy,-96082,how tall is boy in blue and white jacket,white jacket,0,attribute
dark,dark pant found,2386064.jpg,pant,man,96134,where is man wearing dark pants,dark pant,1,attribute
dark,no dark pant found,2386744.jpg,pant,man,-96134,where is man wearing dark pants,dark pant,0,attribute
brown,brown hair found,2386042.jpg,hair,woman,96162,why is woman with brown hair in a black dress with white highlights,brown hair,1,attribute
brown,no brown hair found,2361468.jpg,hair,woman,-96162,why is woman with brown hair in a black dress with white highlights,brown hair,0,attribute
black,black dress found,2386042.jpg,dress,woman,96164,why is woman with brown hair in a black dress with white highlights,black dress,1,attribute
black,no black dress found,4978.jpg,dress,woman,-96164,why is woman with brown hair in a black dress with white highlights,black dress,0,attribute
